"0","objectId","propertyName","Value","sourceId","timeStamp"
"20747349","Lou Dobbs","Born","9/24/1945","0 (69.255.22.67)","null"
"20747350","Lou Dobbs","Born","9/24/1945","0 (69.255.22.67)","null"
"20747351","Lou Dobbs","Born","9/24/1945","3252575: Walor","null"
"20747352","Lou Dobbs","Born","9/24/1945","0 (69.255.22.67)","null"
"20747353","Lou Dobbs","Born","9/24/1945","3252575: Walor","null"
"20747354","Lou Dobbs","Born","9/24/1945","0 (69.255.22.67)","null"
"20747355","Lou Dobbs","Born","9/24/1945","2608485: Samtheboy","null"
"20747356","Lou Dobbs","Born","9/24/1945","162210: LOL","null"
"20747357","Lou Dobbs","Born","9/24/1945","0 (24.147.170.110)","null"
"20747358","Lou Dobbs","Born","9/24/1945","0 (72.193.54.146)","null"
"20747359","Lou Dobbs","Born","9/24/1945","95794: Aaronbrick","null"
"20747360","Lou Dobbs","Born","9/24/1945","0 (65.189.54.214)","null"
"20747361","Lou Dobbs","Born","9/24/1845","0 (65.189.54.214)","null"
"20747362","Lou Dobbs","Born","9/24/1845","0 (65.189.54.214)","null"
"20747363","Lou Dobbs","Born","9/24/1945","0 (68.40.106.146)","null"
"20747364","Lou Dobbs","Born","9/24/1945","0 (65.9.85.132)","null"
"20747365","Lou Dobbs","Born","9/24/1945","1633548: Shihtzuman","null"
"20747366","Lou Dobbs","Born","9/24/1945","145044: VoluntarySlave","null"
"20747367","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747368","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747369","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747370","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747371","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747372","Lou Dobbs","Born","9/24/1945","0 (130.49.5.102)","null"
"20747373","Lou Dobbs","Born","9/24/1945","701527: Rickler","null"
"20747374","Lou Dobbs","Born","9/24/1945","0 (72.33.69.250)","null"
"20747375","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747376","Lou Dobbs","Born","9/24/1945","0 (216.159.104.201)","null"
"20747377","Lou Dobbs","Born","9/24/1945","0 (71.224.63.68)","null"
"20747378","Lou Dobbs","Born","9/24/1945","0 (200.186.151.138)","null"
"20747379","Lou Dobbs","Born","9/24/1945","0 (200.186.151.138)","null"
"20747380","Lou Dobbs","Born","9/24/1945","0 (170.20.11.116)","null"
"20747381","Lou Dobbs","Born","9/24/1945","0 (170.20.11.116)","null"
"20747382","Lou Dobbs","Born","9/24/1945","0 (170.20.11.116)","null"
"20747383","Lou Dobbs","Born","9/24/1945","0 (170.20.11.116)","null"
"20747384","Lou Dobbs","Born","9/24/1945","0 (71.206.163.208)","null"
"20747385","Lou Dobbs","Born","9/24/1945","0 (71.212.215.135)","null"
"20747386","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747387","Lou Dobbs","Born","9/24/1945","0 (71.212.215.135)","null"
"20747388","Lou Dobbs","Born","9/24/1945","0 (71.212.215.135)","null"
"20747389","Lou Dobbs","Born","9/24/1945","3778511: Piperdown","null"
"20747390","Lou Dobbs","Born","9/24/1945","0 (128.138.64.56)","null"
"20747391","Lou Dobbs","Born","9/24/1945","134937: Snowolf","null"
"20747392","Lou Dobbs","Born","9/24/1945","877870: Meco","null"
"20747393","Lou Dobbs","Born","9/24/1945","0 (4.142.228.53)","null"
"20747394","Lou Dobbs","Born","9/24/1945","160367: Mindmatrix","null"
"20747395","Lou Dobbs","Born","9/24/1945","1610161: EarthPerson","null"
"20747396","Lou Dobbs","Born","9/24/1945","0 (75.3.239.245)","null"
"20747397","Lou Dobbs","Born","9/24/1945","608951: Shalom","null"
"20747398","Lou Dobbs","Born","9/24/1945","0 (75.3.239.245)","null"
"20747399","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747400","Lou Dobbs","Born","9/24/1945","3184712: Crevox","null"
"20747401","Lou Dobbs","Born","9/24/1945","2238966: Bobcat hokie","null"
"20747402","Lou Dobbs","Born","9/24/1945","0 (75.1.250.124)","null"
"20747403","Lou Dobbs","Born","9/24/1945","0 (75.1.250.124)","null"
"20747404","Lou Dobbs","Born","9/24/1945","0 (75.1.250.124)","null"
"20747405","Lou Dobbs","Born","9/24/1945","0 (75.1.250.124)","null"
"20747406","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747407","Lou Dobbs","Born","9/24/1945","0 (69.142.75.8)","null"
"20747408","Lou Dobbs","Born","9/24/1945","0 (66.76.23.190)","null"
"20747409","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747410","Lou Dobbs","Born","9/24/1945","0 (76.4.158.135)","null"
"20747411","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747412","Lou Dobbs","Born","9/24/1945","0 (67.49.25.229)","null"
"20747413","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747414","Lou Dobbs","Born","9/24/1945","0 (67.49.25.229)","null"
"20747415","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747416","Lou Dobbs","Born","9/24/1945","0 (72.225.174.117)","null"
"20747417","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747418","Lou Dobbs","Born","9/24/1945","0 (209.94.50.66)","null"
"20747419","Lou Dobbs","Born","9/24/1945","0 (158.65.196.187)","null"
"20747420","Lou Dobbs","Born","9/24/1945","0 (69.137.228.239)","null"
"20747421","Lou Dobbs","Born","9/24/1945","323196: Jpbowen","null"
"20747422","Lou Dobbs","Born","9/24/1945","0 (74.133.227.133)","null"
"20747423","Lou Dobbs","Born","9/24/1945","0 (74.133.227.133)","null"
"20747424","Lou Dobbs","Born","9/24/1945","877870: Meco","null"
"20747425","Lou Dobbs","Born","9/24/1945","4327035: Luckyluckylucky","null"
"20747426","Lou Dobbs","Born","9/24/1945","4327035: Luckyluckylucky","null"
"20747427","Lou Dobbs","Born","9/24/1945","181435: SDC","null"
"20747428","Lou Dobbs","Born","9/24/1945","19642: Gaidheal","null"
"20747429","Lou Dobbs","Born","9/24/1945","19642: Gaidheal","null"
"20747430","Lou Dobbs","Born","9/24/1945","1683317: Organiceditor","null"
"20747431","Lou Dobbs","Born","9/24/1945","200020: ROZ","null"
"20747432","Lou Dobbs","Born","9/24/1945","0 (75.64.43.47)","null"
"20747433","Lou Dobbs","Born","9/24/1945","0 (74.121.106.7)","null"
"20747434","Lou Dobbs","Born","9/24/1945","0 (129.33.49.251)","null"
"20747435","Lou Dobbs","Born","9/24/1945","0 (68.72.178.189)","null"
"20747436","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747437","Lou Dobbs","Born","9/24/1945","0 (64.236.170.228)","null"
"20747438","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747439","Lou Dobbs","Born","9/24/1945","92944: Zenohockey","null"
"20747440","Lou Dobbs","Born","9/24/1945","3347466: Darv.gosal","null"
"20747441","Lou Dobbs","Born","9/24/1945","10795: Mxn","null"
"20747442","Lou Dobbs","Born","9/24/1945","677106: Mikefzhu","null"
"20747443","Lou Dobbs","Born","9/24/1945","2068487: JMyrleFuller","null"
"20747444","Lou Dobbs","Born","9/24/1945","0 (65.7.248.26)","null"
"20747445","Lou Dobbs","Born","9/24/1945","0 (63.231.243.43)","null"
"20747446","Lou Dobbs","Born","9/24/1945","0 (68.3.203.143)","null"
"20747447","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747448","Lou Dobbs","Born","9/24/1945","0 (99.245.151.42)","null"
"20747449","Lou Dobbs","Born","9/24/1945","0 (72.181.236.122)","null"
"20747450","Lou Dobbs","Born","9/24/1945","3491412: RockinRobbin","null"
"20747451","Lou Dobbs","Born","9/24/1945","983563: Tony Fox","null"
"20747452","Lou Dobbs","Born","9/24/1945","86733: Ibagli","null"
"20747453","Lou Dobbs","Born","9/24/1945","0 (208.100.229.160)","null"
"20747454","Lou Dobbs","Born","9/24/1945","3403579: Thaneross","null"
"20747455","Lou Dobbs","Born","9/24/1945","0 (71.56.255.62)","null"
"20747456","Lou Dobbs","Born","9/24/1945","4511689: Tallian","null"
"20747457","Lou Dobbs","Born","9/24/1945","821077: Cielomobile","null"
"20747458","Lou Dobbs","Born","9/24/1945","821077: Cielomobile","null"
"20747459","Lou Dobbs","Born","9/24/1945","0 (209.244.31.140)","null"
"20747460","Lou Dobbs","Born","9/24/1945","961280: Shoeofdeath","null"
"20747461","Lou Dobbs","Born","9/24/1945","0 (199.196.144.17)","null"
"20747462","Lou Dobbs","Born","9/24/1945","3683080: Vivisel","null"
"20747463","Lou Dobbs","Born","9/24/1945","0 (208.54.95.129)","null"
"20747464","Lou Dobbs","Born","9/24/1945","0 (208.54.95.129)","null"
"20747465","Lou Dobbs","Born","9/24/1945","0 (208.54.95.129)","null"
"20747466","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747467","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747468","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747469","Lou Dobbs","Born","9/24/1945","0 (140.180.163.6)","null"
"20747470","Lou Dobbs","Born","9/24/1945","0 (140.180.163.6)","null"
"20747471","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747472","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747473","Lou Dobbs","Born","9/24/1945","0 (209.149.177.67)","null"
"20747474","Lou Dobbs","Born","9/24/1945","0 (209.149.177.67)","null"
"20747475","Lou Dobbs","Born","9/24/1945","0 (209.149.177.67)","null"
"20747476","Lou Dobbs","Born","9/24/1945","0 (209.149.177.67)","null"
"20747477","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747478","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747479","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747480","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747481","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747482","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747483","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747484","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747485","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747486","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747487","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747488","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747489","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747490","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747491","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747492","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747493","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747494","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747495","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747496","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747497","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747498","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747499","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747500","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747501","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747502","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747503","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747504","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747505","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747506","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747507","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747508","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747509","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747510","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747511","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747512","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747513","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747514","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747515","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747516","Lou Dobbs","Born","9/24/1945","0 (74.73.173.165)","null"
"20747517","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747518","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747519","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747520","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747521","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747522","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747523","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747524","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747525","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747526","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747527","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747528","Lou Dobbs","Born","9/24/1945","4548190: Jocksito","null"
"20747529","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747530","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747531","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747532","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747533","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747534","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747535","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747536","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747537","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747538","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747539","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747540","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747541","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747542","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747543","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747544","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747545","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747546","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747547","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747548","Lou Dobbs","Born","9/24/1945","0 (12.110.179.187)","null"
"20747549","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747550","Lou Dobbs","Born","9/24/1945","201441: Kane5187","null"
"20747551","Lou Dobbs","Born","9/24/1945","201441: Kane5187","null"
"20747552","Lou Dobbs","Born","9/24/1945","201441: Kane5187","null"
"20747553","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747554","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747555","Lou Dobbs","Born","9/24/1945","201441: Kane5187","null"
"20747556","Lou Dobbs","Born","9/24/1945","201441: Kane5187","null"
"20747557","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747558","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747559","Lou Dobbs","Born","9/24/1945","1439530: Vidor","null"
"20747560","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747561","Lou Dobbs","Born","9/24/1945","219723: The wub","null"
"20747562","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747563","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747564","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747565","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747566","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747567","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747568","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747569","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747570","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747571","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747572","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747573","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747574","Lou Dobbs","Born","9/24/1945","0 (71.172.115.52)","null"
"20747575","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747576","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747577","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747578","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747579","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747580","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747581","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747582","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747583","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747584","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747585","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747586","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747587","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747588","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747589","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747590","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747591","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747592","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747593","Lou Dobbs","Born","9/24/1945","4571420: Comradesandalio","null"
"20747594","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747595","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747596","Lou Dobbs","Born","9/24/1945","0 (70.147.236.120)","null"
"20747597","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747598","Lou Dobbs","Born","9/24/1945","0 (76.170.139.147)","null"
"20747599","Lou Dobbs","Born","9/24/1945","0 (76.170.139.147)","null"
"20747600","Lou Dobbs","Born","9/24/1945","0 (24.243.125.88)","null"
"20747601","Lou Dobbs","Born","9/24/1945","0 (172.163.56.172)","null"
"20747602","Lou Dobbs","Born","9/24/1945","92632: Huntster","null"
"20747603","Lou Dobbs","Born","9/24/1945","0 (76.183.35.92)","null"
"20747604","Lou Dobbs","Born","9/24/1945","58947: MisfitToys","null"
"20747605","Lou Dobbs","Born","9/24/1945","0 (69.253.64.213)","null"
"20747606","Lou Dobbs","Born","9/24/1945","0 (71.76.134.116)","null"
"20747607","Lou Dobbs","Born","9/24/1945","0 (67.86.12.89)","null"
"20747608","Lou Dobbs","Born","9/24/1945","0 (12.20.149.162)","null"
"20747609","Lou Dobbs","Born","9/24/1945","0 (75.45.203.174)","null"
"20747610","Lou Dobbs","Born","9/24/1945","0 (75.45.203.174)","null"
"20747611","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747612","Lou Dobbs","Born","9/24/1945","0 (75.45.203.174)","null"
"20747613","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747614","Lou Dobbs","Born","9/24/1945","3722696: Johndarth","null"
"20747615","Lou Dobbs","Born","9/24/1945","145044: VoluntarySlave","null"
"20747616","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747617","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747618","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747619","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747620","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747621","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747622","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747623","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747624","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747625","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747626","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747627","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747628","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747629","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747630","Lou Dobbs","Born","9/24/1945","0 (66.208.63.2)","null"
"20747631","Lou Dobbs","Born","9/24/1945","44846: Gamaliel","null"
"20747632","Lou Dobbs","Born","9/24/1945","0 (216.118.216.51)","null"
"20747633","Lou Dobbs","Born","9/24/1945","0 (200.88.250.19)","null"
"20747634","Lou Dobbs","Born","9/24/1945","1215005: HalJor","null"
"20747635","Lou Dobbs","Born","9/24/1945","15708: WhisperToMe","null"
"20747636","Lou Dobbs","Born","9/24/1945","15708: WhisperToMe","null"
"20747637","Lou Dobbs","Born","9/24/1945","0 (72.88.226.96)","null"
"20747638","Lou Dobbs","Born","9/24/1945","0 (72.88.226.96)","null"
"20747639","Lou Dobbs","Born","9/24/1945","0 (71.116.178.208)","null"
"20747640","Lou Dobbs","Born","9/24/1945","1607210: Bigtimepeace","null"
"20747641","Lou Dobbs","Born","9/24/1945","0 (68.201.209.61)","null"
"20747642","Lou Dobbs","Born","9/24/1945","0 (68.201.209.61)","null"
"20747643","Lou Dobbs","Born","9/24/1945","0 (200.88.250.116)","null"
"20747644","Lou Dobbs","Born","9/24/1945","4574937: Angielaj","null"
"20747645","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747646","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747647","Lou Dobbs","Born","9/24/1945","0 (71.107.84.195)","null"
"20747648","Lou Dobbs","Born","9/24/1945","0 (71.107.84.195)","null"
"20747649","Lou Dobbs","Born","9/24/1945","0 (71.107.84.195)","null"
"20747650","Lou Dobbs","Born","9/24/1945","0 (66.116.74.131)","null"
"20747651","Lou Dobbs","Born","9/24/1945","737021: Will Beback","null"
"20747652","Lou Dobbs","Born","9/24/1945","0 (169.229.151.88)","null"
"20747653","Lou Dobbs","Born","9/24/1945","0 (71.198.19.2)","null"
"20747654","Lou Dobbs","Born","9/24/1945","0 (71.198.19.2)","null"
"20747655","Lou Dobbs","Born","9/24/1945","0 (71.198.19.2)","null"
"20747656","Lou Dobbs","Born","9/24/1945","0 (200.88.250.167)","null"
"20747657","Lou Dobbs","Born","9/24/1945","820952: Nellis","null"
"20747658","Lou Dobbs","Born","9/24/1945","614872: Brimba","null"
"20747659","Lou Dobbs","Born","9/24/1945","614872: Brimba","null"
"20747660","Lou Dobbs","Born","9/24/1945","614872: Brimba","null"
"20747661","Lou Dobbs","Born","9/24/1945","0 (76.223.75.227)","null"
"20747662","Lou Dobbs","Born","9/24/1945","4911976: JeremyFlash","null"
"20747663","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747664","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747665","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747666","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747667","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747668","Lou Dobbs","Born","9/24/1945","1551192: Thomas Paine1776","null"
"20747669","Lou Dobbs","Born","9/24/1945","614872: Brimba","null"
