"0","objectId","propertyName","Value","sourceId","timeStamp"
"11630762","Kuni Hotta","Children","Yoshie Hotta","freebase","2014-01-28"
"11630763","Beryl Ledet","Children","Dylan Ledet","freebase","2014-01-28"
"11630764","Albert Ledet","Children","Dylan Ledet","freebase","2014-01-28"
"11630765","Chris Lorden","Born","1993-11-03","freebase","2014-01-28"
"11630766","Chris Lorden","countryOfBirth","New Orleans","freebase","2014-01-28"
"11630767","Chris Lorden","height","1.88","freebase","2014-01-28"
"11630768","Chris Lorden","weight","111.0","freebase","2014-01-28"
"11630769","Chris Lorden","parents","Cathy Lorden;James Lorden","freebase","2014-01-28"
"11630770","Cathy Lorden","Children","Chris Lorden","freebase","2014-01-28"
"11630771","James Lorden","Children","Chris Lorden","freebase","2014-01-28"
"11630772","Claud Kern Wildenthal","countryOfBirth","San Marcos","freebase","2014-01-02"
"11630773","Kameryon Brown","Born","1994-04-18","freebase","2014-01-28"
"11630774","Kameryon Brown","height","1.83","freebase","2014-01-28"
"11630775","Kameryon Brown","weight","98.0","freebase","2014-01-28"
"11630776","Kameryon Brown","parents","Lynnell Harding;Ronald Harding","freebase","2014-01-28"
"11630777","Lynnell Harding","Children","Kameryon Brown","freebase","2014-01-28"
"11630778","Ronald Harding","Children","Kameryon Brown","freebase","2014-01-28"
"11630779","Ty Boudreaux","Born","1992-05-03","freebase","2014-01-28"
"11630780","Ty Boudreaux","countryOfBirth","Thibodaux","freebase","2014-01-28"
"11630781","Ty Boudreaux","height","1.75","freebase","2014-01-28"
"11630782","Ty Boudreaux","weight","84.0","freebase","2014-01-28"
"11630783","Ty Boudreaux","parents","Tana Boudreaux;Tommy Boudreaux","freebase","2014-01-28"
"11630784","Julián Isod","Born","1977-08-25","freebase","2014-01-28"
"11630785","Julián Isod","countryOfBirth","Buenos Aires","freebase","2014-01-28"
"11630786","Tana Boudreaux","Children","Ty Boudreaux","freebase","2014-01-28"
"11630787","Carolo","parents","Terele Pávez","freebase","2014-01-28"
"11630788","Tommy Boudreaux","Children","Ty Boudreaux","freebase","2014-01-28"
"11630789","C. Duane Snavely","Children","Justin Snavely","freebase","2014-01-28"
"11630790","Robin Snavely","Children","Justin Snavely","freebase","2014-01-28"
"11630791","S K Srivastava","Born","1954-10-20","freebase","2014-01-06"
"11630792","S K Srivastava","countryOfBirth","Uttar Pradesh","freebase","2014-01-06"
"11630793","John Arnholt","Children","Matt Arnholt","freebase","2014-01-28"
"11630794","Christine Arnholt","Children","Matt Arnholt","freebase","2014-01-28"
"11630795","Jack Williams","Children","Jack Williams","freebase","2014-01-28"
"11630796","Rhea Williams","Children","Jack Williams","freebase","2014-01-28"
"11630797","Gordon Acha, Sr.","Children","Gordon Acha","freebase","2014-01-28"
"11630798","Cindy Lovett","Children","Gordon Acha","freebase","2014-01-28"
"11630799","Yuwanat Arayanimisakul","Born","1985-01-08","freebase","2014-01-28"
"11630800","Yuwanat Arayanimisakul","countryOfBirth","Bangkok","freebase","2014-01-28"
"11630801","Fred Huffman Wilt","Born","1934","freebase","2014-01-02"
"11630802","David Wagner","Children","Dennis Wagner","freebase","2014-01-28"
"11630803","Marina Wagner","Children","Dennis Wagner","freebase","2014-01-28"
"11630804","Glenn Drake","Children","Tyler Drake","freebase","2014-01-28"
"11630805","Denise Drake","Children","Tyler Drake","freebase","2014-01-28"
"11630806","Don Druick","Born","1945-07-23","freebase","2014-01-28"
"11630807","Don Druick","countryOfBirth","Montreal","freebase","2014-01-28"
"11630808","Jeff Schaeffer","Children","Jeff Schaeffer","freebase","2014-01-28"
"11630809","Latrice Taylor","Children","Jeff Schaeffer","freebase","2014-01-28"
"11630810","John Asiata","Born","1993-04-19","freebase","2014-01-28"
"11630811","John Asiata","height","1.83","freebase","2014-01-28"
"11630812","John Asiata","weight","102.0","freebase","2014-01-28"
"11630813","Sara Toney","Children","Jordan Shelton","freebase","2014-01-28"
"11630814","Delois Hunt","Children","Winston Hunt","freebase","2014-01-28"
"11630815","Winston Hunt Sr.","Children","Winston Hunt","freebase","2014-01-28"
"11630816","Héctor N. Torres","Born","1935-10-18","freebase","2014-01-02"
"11630817","Héctor N. Torres","countryOfBirth","Buenos Aires","freebase","2014-01-02"
"11630818","Kevin C. Martin","countryOfBirth","Cleveland","freebase","2014-01-28"
"11630819","James L. Dye","Born","1927-07-18","freebase","2014-01-02"
"11630820","James L. Dye","countryOfBirth","Soudan","freebase","2014-01-02"
"11630821","George Thomas Davis","Born","1921-06-20","freebase","2014-01-28"
"11630822","Rodney A. Miller","Born","1938-02-12","freebase","2014-01-28"
"11630823","James W. Corbett","Born","1928-08-25","freebase","2014-01-02"
"11630824","James W. Corbett","countryOfBirth","Manhattan","freebase","2014-01-02"
"11630825","Lucas Linehan","Born","1990-01-31","freebase","2014-01-28"
"11630826","Lucas Linehan","countryOfBirth","Melbourne","freebase","2014-01-28"
"11630827","Jasmine Purches","countryOfBirth","Melbourne","freebase","2014-01-28"
"11630828","Lawrence Wilets","Born","1927-01-04","freebase","2014-01-02"
"11630829","Lawrence Wilets","countryOfBirth","Oconomowoc","freebase","2014-01-02"
"11630830","Masatake Kuranishi","Born","1924-07-19","freebase","2014-01-02"
"11630831","Masatake Kuranishi","countryOfBirth","Tokyo City","freebase","2014-01-02"
"11630832","Muttaiya Sundaralingam","Born","1931-09-21","freebase","2014-01-02"
"11630833","Muttaiya Sundaralingam","countryOfBirth","Taiping","freebase","2014-01-02"
"11630834","Danny Hobbs","Born","1989-06-21","freebase","2014-01-29"
"11630835","Danny Hobbs","countryOfBirth","Ottawa","freebase","2014-01-29"
"11630836","Hezron Murgha","Born","1986-01-01","freebase","2014-01-29"
"11630837","Hezron Murgha","height","1.83","freebase","2014-01-29"
"11630838","Hezron Murgha","weight","87.0","freebase","2014-01-29"
"11630839","Javid Bowen","Born","1993-03-30","freebase","2014-01-29"
"11630840","Javid Bowen","height","1.9","freebase","2014-01-29"
"11630841","Javid Bowen","weight","88.0","freebase","2014-01-29"
"11630842","Ronnie Walker","Born","1994-09-17","freebase","2014-01-29"
"11630843","Ronnie Walker","height","1.83","freebase","2014-01-29"
"11630844","Ronnie Walker","weight","102.0","freebase","2014-01-29"
"11630845","Ronnie Walker","parents","Ronnie Walker Sr.;Cherish Walker","freebase","2014-01-29"
"11630846","Ronnie Walker Sr.","Children","Ronnie Walker","freebase","2014-01-29"
"11630847","Cherish Walker","Children","Ronnie Walker","freebase","2014-01-29"
"11630848","Andrew Hebert","height","1.88","freebase","2014-01-29"
"11630849","Andrew Hebert","weight","118.0","freebase","2014-01-29"
"11630850","Zac Santo","Born","1993-04-08","freebase","2014-01-29"
"11630851","Zac Santo","height","1.75","freebase","2014-01-29"
"11630852","Zac Santo","weight","85.0","freebase","2014-01-29"
"11630853","Hunter Hannegan","Born","1993-07-10","freebase","2014-01-29"
"11630854","Hunter Hannegan","height","1.85","freebase","2014-01-29"
"11630855","Hunter Hannegan","weight","109.0","freebase","2014-01-29"
"11630856","Hunter Hannegan","parents","Debra Hannegan;Bo Hannegan","freebase","2014-01-29"
"11630857","Debra Hannegan","Children","Hunter Hannegan","freebase","2014-01-29"
"11630858","Bo Hannegan","Children","Hunter Hannegan","freebase","2014-01-29"
"11630859","JaMarcus Aaron","height","1.88","freebase","2014-01-29"
"11630860","JaMarcus Aaron","weight","102.0","freebase","2014-01-29"
"11630861","JaMarcus Aaron","parents","Lisa Aaron","freebase","2014-01-29"
"11630862","Lisa Aaron","Children","JaMarcus Aaron","freebase","2014-01-29"
"11630863","Nick LeBlanc","Born","1993-01-15","freebase","2014-01-29"
"11630864","Nick LeBlanc","height","1.88","freebase","2014-01-29"
"11630865","Nick LeBlanc","weight","100.0","freebase","2014-01-29"
"11630866","Nick LeBlanc","parents","Dana LeBlanc;Mike LeBlanc","freebase","2014-01-29"
"11630867","José C. Durand","Born","1925-12-22","freebase","2014-01-02"
"11630868","José C. Durand","countryOfBirth","Lima","freebase","2014-01-02"
"11630869","Dana LeBlanc","Children","Nick LeBlanc","freebase","2014-01-29"
"11630870","Mike LeBlanc","Children","Nick LeBlanc","freebase","2014-01-29"
"11630871","Jared Breaux","Born","1994-04-19","freebase","2014-01-29"
"11630872","Jared Breaux","height","1.91","freebase","2014-01-29"
"11630873","Jared Breaux","weight","125.0","freebase","2014-01-29"
"11630874","Jared Breaux","parents","Connie Breaux;Alex Breaux","freebase","2014-01-29"
"11630875","Connie Breaux","Children","Jared Breaux","freebase","2014-01-29"
"11630876","Alex Breaux","Children","Jared Breaux","freebase","2014-01-29"
"11630877","Valentina Arbuzova","Children","Serhiy Arbuzov","freebase","2014-01-29"
"11630878","José Zayas","countryOfBirth","Puerto Rico","freebase","2014-01-29"
"11630879","Herb Kirsh","countryOfBirth","New York City","freebase","2014-01-20"
"11630880","Chris Bordelon","Born","1994-09-19","freebase","2014-01-29"
"11630881","Chris Bordelon","height","1.96","freebase","2014-01-29"
"11630882","Chris Bordelon","weight","122.0","freebase","2014-01-29"
"11630883","Chris Bordelon","parents","Carolyn Bordelon;John Bordelon","freebase","2014-01-29"
"11630884","Robert K. Finn","Born","1920-05-03","freebase","2014-01-02"
"11630885","Robert K. Finn","countryOfBirth","Waukesha","freebase","2014-01-02"
"11630886","Carolyn Bordelon","Children","Chris Bordelon","freebase","2014-01-29"
"11630887","John Bordelon","Children","Chris Bordelon","freebase","2014-01-29"
"11630888","Abdoulaye Traoré","Born","1971","freebase","2012-12-05"
"11630889","Abdoulaye Traoré","countryOfBirth","Burkina Faso","freebase","2012-12-05"
"11630890","Andrew Crow","Born","1992-11-05","freebase","2014-01-29"
"11630891","Andrew Crow","countryOfBirth","Moscow","freebase","2014-01-29"
"11630892","Andrew Crow","height","1.88","freebase","2014-01-29"
"11630893","Andrew Crow","weight","113.0","freebase","2014-01-29"
"11630894","Andrew Crow","parents","Gordon Crow;Sandra Crow","freebase","2014-01-29"
"11630895","Robert Lee Switzer","countryOfBirth","Clinton","freebase","2014-01-02"
"11630896","Gordon Crow","Children","Andrew Crow","freebase","2014-01-29"
"11630897","Sandra Crow","Children","Andrew Crow","freebase","2014-01-29"
"11630898","Brian Hernandez","Born","1995-03-12","freebase","2014-01-29"
"11630899","Brian Hernandez","countryOfBirth","Baton Rouge","freebase","2014-01-29"
"11630900","Brian Hernandez","height","1.85","freebase","2014-01-29"
"11630901","Brian Hernandez","weight","127.0","freebase","2014-01-29"
"11630902","Brian Hernandez","parents","Mark Hernandez","freebase","2014-01-29"
"11630903","Mark Hernandez","Children","Brian Hernandez","freebase","2014-01-29"
"11630904","Elena Pogrebizhskaia","Born","1972-10-01","freebase","2014-01-29"
"11630905","Elena Pogrebizhskaia","countryOfBirth","Kamenka","freebase","2014-01-29"
"11630906","Tyler Knowles","Born","1992-11-28","freebase","2014-01-29"
"11630907","Tyler Knowles","countryOfBirth","Washington, D.C.","freebase","2014-01-29"
"11630908","Tyler Knowles","height","1.98","freebase","2014-01-29"
"11630909","Tyler Knowles","weight","132.0","freebase","2014-01-29"
"11630910","Tyler Knowles","parents","Julie Knowles;Mike Knowles","freebase","2014-01-29"
"11630911","Robert P. Erickson","Born","1939-06-27","freebase","2014-01-02"
"11630912","Julie Knowles","Children","Tyler Knowles","freebase","2014-01-29"
"11630913","Mike Knowles","Children","Tyler Knowles","freebase","2014-01-29"
"11630914","Jordan Thompson","Born","1993-05-02","freebase","2014-01-29"
"11630915","Jordan Thompson","countryOfBirth","Raceland","freebase","2014-01-29"
"11630916","Jordan Thompson","height","1.85","freebase","2014-01-29"
"11630917","Jordan Thompson","weight","132.0","freebase","2014-01-29"
"11630918","Jordan Thompson","parents","Trina Thompson","freebase","2014-01-29"
"11630919","Trina Thompson","Children","Jordan Thompson","freebase","2014-01-29"
"11630920","Thoth","Born","1954","freebase","2006-12-10"
"11630921","Blake Hartman","Born","1994-11-09","freebase","2014-01-29"
"11630922","Blake Hartman","height","1.96","freebase","2014-01-29"
"11630923","Blake Hartman","weight","104.0","freebase","2014-01-29"
"11630924","Blake Hartman","parents","Mark Hartman;Teri Hartman","freebase","2014-01-29"
"11630925","Mark Hartman","Children","Blake Hartman","freebase","2014-01-29"
"11630926","Katarina Schröter","Born","1977","freebase","2014-01-29"
"11630927","Teri Hartman","Children","Blake Hartman","freebase","2014-01-29"
"11630928","Scott Umsteadt","Born","1969-02","freebase","2014-01-29"
"11630929","Scott Umsteadt","countryOfBirth","Indianapolis","freebase","2014-01-29"
"11630930","Scott Umsteadt","Children","Brittany Renee;Alora Mischell;Branson Scott","freebase","2014-01-29"
"11630931","Michael Woods","Born","1991-06-20","freebase","2014-01-29"
"11630932","Michael Woods","countryOfBirth","Baytown","freebase","2014-01-29"
"11630933","Michael Woods","height","1.98","freebase","2014-01-29"
"11630934","Michael Woods","weight","113.0","freebase","2014-01-29"
"11630935","Michael Woods","parents","Linda Woods;David Woods","freebase","2014-01-29"
"11630936","Linda Woods","Children","Michael Woods","freebase","2014-01-29"
"11630937","David Woods","Children","Michael Woods","freebase","2014-01-29"
"11630938","Billy Redieck","Born","1983-12-12","freebase","2014-01-29"
"11630939","Billy Redieck","countryOfBirth","Bowling Green","freebase","2014-01-29"
"11630940","Nick Chartain","Born","1990-05-01","freebase","2014-01-29"
"11630941","Nick Chartain","countryOfBirth","New Orleans","freebase","2014-01-29"
"11630942","Nick Chartain","height","1.93","freebase","2014-01-29"
"11630943","Nick Chartain","weight","147.0","freebase","2014-01-29"
"11630944","Nick Chartain","parents","Mathilda Chartain","freebase","2014-01-29"
"11630945","Soman","Children","Ishaan Dev","freebase","2014-01-29"
"11630946","Werner Konstantin von Droste-Hülshoff","Born","1798","freebase","2014-01-29"
"11630947","Ferdinand von Droste-Hülshoff","Born","1800","freebase","2014-01-29"
"11630948","Brittany Renee","parents","Scott Umsteadt","freebase","2014-01-29"
"11630949","Alora Mischell","parents","Scott Umsteadt","freebase","2014-01-29"
"11630950","Branson Scott","parents","Scott Umsteadt","freebase","2014-01-29"
"11630951","Don McCoy","Children","Sean McCoy","freebase","2014-01-29"
"11630952","Cathy McCoy","Children","Sean McCoy","freebase","2014-01-29"
"11630953","Virgil Popescu","Born","1916","freebase","2014-01-06"
"11630954","Virgil Popescu","countryOfBirth","Zlatna","freebase","2014-01-06"
"11630955","Mariana Hellmund","Born","1970-11-21","freebase","2014-01-29"
"11630956","Mariana Hellmund","countryOfBirth","Caracas","freebase","2014-01-29"
"11630957","Antonio Cabral","countryOfBirth","Faial da Terra","freebase","2014-01-29"
"11630958","Ezron Morris","Children","O'Shane Morris","freebase","2014-01-29"
"11630959","Kerry-Ann Ashley","Children","O'Shane Morris","freebase","2014-01-29"
"11630960","Teddy Gene Traylor","Born","1925-05-21","freebase","2014-01-02"
"11630961","Teddy Gene Traylor","countryOfBirth","Sulphur","freebase","2014-01-02"
"11630962","George McGuire","Children","Thomas McGuire","freebase","2014-01-29"
"11630963","Shirley McGuire","Children","Thomas McGuire","freebase","2014-01-29"
"11630964","Vasily Vasilyevich Korvin-Krukovsky","Children","Sofia Kovalevskaya","freebase","2014-01-29"
"11630965","Yelizaveta Fedorovna Schubert","Children","Sofia Kovalevskaya","freebase","2014-01-29"
"11630966","Matt Ingle","Children","Jacob Ingle","freebase","2014-01-29"
"11630967","Kim Black","Children","Jacob Ingle","freebase","2014-01-29"
"11630968","William Groll","Children","Nick Groll","freebase","2014-01-29"
"11630969","Kathleen Groll","Children","Nick Groll","freebase","2014-01-29"
"11630970","Martin Evans","Born","1935","freebase","2014-01-29"
"11630971","Martin Evans","countryOfBirth","Cardiff","freebase","2014-01-29"
"11630972","Sue Wallis","countryOfBirth","Gillette","freebase","2013-12-23"
"11630973","Carlos Corporan Jr.","parents","Carlos Corporán","freebase","2014-01-29"
"11630974","Vishnu Dheva","Born","1991","freebase","2014-01-29"
"11630975","Vishnu Dheva","countryOfBirth","India","freebase","2014-01-29"
"11630976","Colin Todd","countryOfBirth","Bilsdale (England)","freebase","2014-01-29"
"11630977","Chloë Crampton","Born","1989-06-19","freebase","2014-01-29"
"11630978","Chloë Crampton","countryOfBirth","London","freebase","2014-01-29"
"11630979","Chloë Crampton","parents","Jeff Crampton","freebase","2014-01-29"
"11630980","Morgan Carpenter","Born","1966","freebase","2014-01-06"
"11630981","James Richard Johnson","Born","1929-10-12","freebase","2014-01-29"
"11630982","James Richard Johnson","countryOfBirth","Duluth","freebase","2014-01-29"
"11630983","Rodrigo Aragão","Born","1977-01","freebase","2014-01-29"
"11630984","Rodrigo Aragão","countryOfBirth","Espírito Santo","freebase","2014-01-29"
"11630985","William Barry Wood","Born","1938","freebase","2014-01-02"
"11630986","Paul Seguin","Born","1995-03-29","freebase","2014-01-29"
"11630987","Paul Seguin","countryOfBirth","Magdeburg","freebase","2014-01-29"
"11630988","William C. Gardiner Jr.","Born","1933-01-14","freebase","2014-01-02"
"11630989","William C. Gardiner Jr.","countryOfBirth","Niagara Falls","freebase","2014-01-02"
"11630990","Tim'm T. West","Born","1972-07-06","freebase","2006-12-10"
"11630991","Tim'm T. West","countryOfBirth","Cincinnati","freebase","2006-12-10"
"11630992","Tim Dierßen","Born","1996-01-15","freebase","2014-01-29"
"11630993","Tim Dierßen","height","1.77","freebase","2014-01-29"
"11630994","William F. Dove","Born","1936-06-20","freebase","2014-01-02"
"11630995","Micah Neal","Born","1974","freebase","2014-01-06"
"11630996","John Milan Palka","Born","1939","freebase","2014-01-02"
"11630997","John Milan Palka","countryOfBirth","Paris","freebase","2014-01-02"
"11630998","Jeff Crampton","Children","Chloë Crampton","freebase","2014-01-29"
"11630999","Sofia ""Fufa"" Kovalevskaya","Born","1878-10","freebase","2014-01-29"
"11631000","Sofia ""Fufa"" Kovalevskaya","parents","Sofia Kovalevskaya","freebase","2014-01-29"
"11631001","Wu-chung Hsiang","Born","1935-06-12","freebase","2014-01-02"
"11631002","Wu-chung Hsiang","countryOfBirth","Zhejiang","freebase","2014-01-02"
"11631003","Steve Isbelle","Children","Nik Isbelle;Jennifer Isbelle;Matthew Isbelle","freebase","2014-01-29"
"11631004","Lucy Isbelle","Children","Nik Isbelle;Jennifer Isbelle;Matthew Isbelle","freebase","2014-01-29"
"11631005","Jennifer Isbelle","parents","Steve Isbelle;Lucy Isbelle","freebase","2014-01-29"
"11631006","Matthew Isbelle","parents","Lucy Isbelle;Steve Isbelle","freebase","2014-01-29"
"11631007","Wilson Hon-Chung Tang","countryOfBirth","Hong Kong","freebase","2014-01-02"
"11631008","George Cooper","Born","1840","freebase","2014-01-06"
"11631009","Eddie McGill","Born","1994-04-03","freebase","2014-01-29"
"11631010","Eddie McGill","height","1.83","freebase","2014-01-29"
"11631011","Eddie McGill","weight","102.0","freebase","2014-01-29"
"11631012","Eddie McGill","parents","Eddie McGill Sr.;Tina McGill","freebase","2014-01-29"
"11631013","Eddie McGill Sr.","Children","Eddie McGill","freebase","2014-01-29"
"11631014","Tina McGill","Children","Eddie McGill","freebase","2014-01-29"
"11631015","Dirk Böhling","Born","1964-11-30","freebase","2014-01-29"
"11631016","Dirk Böhling","countryOfBirth","Preetz","freebase","2014-01-29"
"11631017","Jim Dotson","Born","1978","freebase","2014-01-06"
"11631018","Gerd D. Samariter","Born","1940","freebase","2014-01-29"
"11631019","Roland Andrès","Children","Sasha Andres","freebase","2014-01-29"
"11631020","Dante L. Germino","Born","1931-06-09","freebase","2014-01-02"
"11631021","Dante L. Germino","countryOfBirth","Durham","freebase","2014-01-02"
"11631022","Payden McVey","Born","1993-05-20","freebase","2014-01-29"
"11631023","Payden McVey","countryOfBirth","Dallas","freebase","2014-01-29"
"11631024","Payden McVey","height","1.85","freebase","2014-01-29"
"11631025","Payden McVey","weight","102.0","freebase","2014-01-29"
"11631026","Payden McVey","parents","Mark McVey;Debra Hardy","freebase","2014-01-29"
"11631027","Mark McVey","Children","Payden McVey","freebase","2014-01-29"
"11631028","Debra Hardy","Children","Payden McVey","freebase","2014-01-29"
"11631029","Ghorban Moinzadeh","Children","Mehdi Moinzadeh","freebase","2014-01-29"
"11631030","Chatoun Karimi","Children","Mehdi Moinzadeh","freebase","2014-01-29"
"11631031","Robert Mitchell","Born","1994-08-29","freebase","2014-01-29"
"11631032","Robert Mitchell","height","1.85","freebase","2014-01-29"
"11631033","Robert Mitchell","weight","91.0","freebase","2014-01-29"
"11631034","Robert Mitchell","parents","Robert Mitchell Sr.;Jony Mitchell","freebase","2014-01-29"
"11631035","Robert Mitchell Sr.","Children","Robert Mitchell","freebase","2014-01-29"
"11631036","Jony Mitchell","Children","Robert Mitchell","freebase","2014-01-29"
"11631037","Mike Ahern","Born","1942-09-30","freebase","2014-01-29"
"11631038","Mike Ahern","countryOfBirth","Liverpool","freebase","2014-01-29"
"11631039","Johnny Morris","height","1.83","freebase","2014-01-29"
"11631040","Johnny Morris","weight","84.0","freebase","2014-01-29"
"11631041","Johnny Morris","parents","Betty Morris","freebase","2014-01-29"
"11631042","Betty Morris","Children","Johnny Morris","freebase","2014-01-29"
"11631043","Johanny Paulino","Born","1983-04-01","freebase","2014-01-29"
