"ObjectID","PropertyID","PropertyValue"
"williamsburg, virginia","Population2000","11998"
"villa park, california","Population2000","5999"
"montgomery, alabama","Population2000","201568"
"lake oswego, oregon","Population2000","35278"
"lewiston, maine","Population2000","35690"
"newark, new jersey","Population2000","273546"
"terre haute, indiana","Population2000","59614"
"salina, kansas","Population2000","45679"
"lincoln park, michigan","Population2000","40008"
"massillon, ohio","Population2000","31325"
"norman, oklahoma","Population2000","95694"
"muskogee, oklahoma","Population2000","38310"
"brownsville, texas","Population2000","139722"
"lebanon, virginia","Population2000","3273"
"renton, washington","Population2000","50052"
"minerva, ohio","Population2000","3934"
"howland, maine","Population2000","1362"
"malin, oregon","Population2000","638"
"lincoln, nebraska","Population2000","225581"
"wilmington, delaware","Population2000","72664"
"jessup, pennsylvania","Population2000","4718"
"detroit, michigan","Population2006","918849"
"barnstead, new hampshire","Population2000","3886"
"sparta, tennessee","Population2000","4599"
"big stone gap, virginia","Population2000","4856"
"meridian, mississippi","Population2000","39968"
"new berlin, wisconsin","Population2000","38220"
"hermosa beach, california","Population2000","18566"
"des moines, iowa","Population2000","198682"
"portland, oregon","Population2000","529121"
"sacramento, california","Population2000","407018"
"tallahassee, florida","Population2000","150624"
"concord, new hampshire","Population2000","40687"
"merced, california","Population2000","63893"
"milwaukee, wisconsin","Population2006","602782"
"casper, wyoming","Population2000","49644"
"pleasanton, california","Population2000","63654"
"antioch, california","Population2000","90532"
"oceanside, california","Population2000","161029"
"modesto, california","Population2000","188856"
"roswell, georgia","Population2000","79334"
"dekalb, illinois","Population2000","39018"
"columbia, illinois","Population2000","7922"
"jasper, indiana","Population2000","12100"
"lafayette, indiana","Population2000","56397"
"lawrence, kansas","Population2000","80098"
"cumberland, maryland","Population2000","21518"
"three oaks, michigan","Population2000","1829"
"manchester, new hampshire","Population2000","107006"
"pelham, new hampshire","Population2000","10914"
"hampton falls, new hampshire","Population2000","1880"
"milton, new hampshire","Population2000","3910"
"kiryas joel, new york","Population2000","13138"
"wilmington, north carolina","Population2000","75838"
"steubenville, ohio","Population2000","19015"
"reedsport, oregon","Population2000","4378"
"culver, oregon","Population2000","802"
"shaniko, oregon","Population2000","26"
"forest grove, oregon","Population2000","17708"
"kutztown, pennsylvania","Population2000","5067"
"orangeburg, south carolina","Population2000","12765"
"knoxville, tennessee","Population2000","173890"
"sweeny, texas","Population2000","3624"
"zillah, washington","Population2000","2198"
"branson, missouri","Population2000","6050"
"wilsonville, oregon","Population2000","13991"
"grand prairie, texas","Population2000","127427"
"eau claire, wisconsin","Population2000","61704"
"huntington, new york","Population2000","195289"
"plattsburgh, new york","Population2000","18816"
"watertown, new york","Population2000","26705"
"newburgh, new york","Population2000","28259"
"mount carroll, illinois","Population2000","1832"
"polo, illinois","Population2000","2477"
"fort branch, indiana","Population2000","2320"
"iowa city, iowa","Population2000","62220"
"fort dodge, iowa","Population2000","25136"
"irving, texas","Population2000","191615"
"sheboygan falls, wisconsin","Population2000","6772"
"norwood, kentucky","Population2000","395"
"brownsburg, indiana","Population2000","14520"
"john day, oregon","Population2000","1821"
"calera, alabama","Population2000","3158"
"converse, indiana","Population2000","1137"
"gallup, new mexico","Population2000","20209"
"clairton, pennsylvania","Population2000","8491"
"arkadelphia, arkansas","Population2000","10912"
"onslow, iowa","Population2000","223"
"wakefield, kansas","Population2000","838"
"denton, kansas","Population2000","186"
"sterling, kansas","Population2000","2642"
"saline, michigan","Population2000","8034"
"rosman, north carolina","Population2000","490"
"sallisaw, oklahoma","Population2000","7989"
"perryton, texas","Population2000","7774"
"milan, michigan","Population2000","4775"
"pearland, texas","Population2000","37640"
"claremont, california","Population2000","33998"
"la mirada, california","Population2000","46783"
"lancaster, california","Population2000","118718"
"winter park, colorado","Population2000","662"
"bargersville, indiana","Population2000","2120"
"darmstadt, indiana","Population2000","1313"
"bettendorf, iowa","Population2000","31275"
"salisbury, maryland","Population2000","23743"
"tupelo, mississippi","Population2000","34211"
"salisbury, new hampshire","Population2000","1137"
"seabrook, new hampshire","Population2000","7934"
"eagle point, oregon","Population2000","4797"
"north, south carolina","Population2000","813"
"winslow, maine","Population2000","7743"
"gorham, new hampshire","Population2000","2895"
"santa monica, california","Population2000","84084"
"anaheim, california","Population2000","328014"
"omaha, nebraska","Population2000","390007"
"cherry hill, new jersey","Population2000","69965"
"piedmont, west virginia","Population2000","1014"
"vallejo, california","Population2000","116760"
"ellsworth, wisconsin","Population2000","2909"
"rogers, arkansas","Population2000","38829"
"fairfax, california","Population2000","7319"
"greenfield, california","Population2000","12583"
"murrieta, california","Population2000","44282"
"yarmouth, massachusetts","Population2000","24807"
"rowe, massachusetts","Population2000","351"
"ashby, massachusetts","Population2000","2845"
"granby, massachusetts","Population2000","6132"
"stockholm, wisconsin","Population2000","97"
"rupert, idaho","Population2000","5645"
"jefferson, iowa","Population2000","4626"
"maurice, iowa","Population2000","254"
"orange city, iowa","Population2000","5582"
"mound city, kansas","Population2000","821"
"st. george, kansas","Population2000","434"
"fairbury, nebraska","Population2000","4262"
"holgate, ohio","Population2000","1194"
"pampa, texas","Population2000","17887"
"bountiful, utah","Population2000","41301"
"mauston, wisconsin","Population2000","3740"
"wells, wisconsin","Population2000","529"
"washburn, wisconsin","Population2000","2280"
"egg harbor, wisconsin","Population2000","250"
"forestville, wisconsin","Population2000","429"
"pepin, wisconsin","Population2000","878"
"ettrick, wisconsin","Population2000","521"
"boone, north carolina","Population2000","13472"
"heyburn, idaho","Population2000","2899"
"minidoka, idaho","Population2000","129"
"paul, idaho","Population2000","998"
"vincent, iowa","Population2000","158"
"treece, kansas","Population2000","149"
"bern, kansas","Population2000","204"
"walker, michigan","Population2000","21842"
"blissfield, michigan","Population2000","3223"
"squaw lake, minnesota","Population2000","99"
"willmar, minnesota","Population2000","18351"
"madison, mississippi","Population2000","14692"
"iberia, missouri","Population2000","605"
"flemington, missouri","Population2000","124"
"new square, new york","Population2000","4624"
"smithfield, north carolina","Population2000","11510"
"roxboro, north carolina","Population2000","8696"
"north wilkesboro, north carolina","Population2000","4116"
"ronda, north carolina","Population2000","460"
"ray, north dakota","Population2000","534"
"hoot owl, oklahoma","Population2000","0"
"idabel, oklahoma","Population2000","6952"
"smith village, oklahoma","Population2000","40"
"six mile, south carolina","Population2000","553"
"jacksonville, texas","Population2000","13868"
"rusk, texas","Population2000","5085"
"paducah, texas","Population2000","1498"
"mission, texas","Population2000","45408"
"nacogdoches, texas","Population2000","29914"
"arp, texas","Population2000","901"
"canton, texas","Population2000","3292"
"troutdale, virginia","Population2000","1230"
"moses lake, washington","Population2000","14953"
"little chute, wisconsin","Population2000","10476"
"rhinebeck, new york","Population2000","3077"
"cullman, alabama","Population2000","13995"
"reedley, california","Population2000","20756"
"chattanooga, tennessee","Population2006","168293"
"berkeley, new jersey","Population2000","39991"
"berkeley heights, new jersey","Population2000","13407"
"cornelius, oregon","Population2000","9652"
"sherwood, oregon","Population2000","11791"
"dayton, oregon","Population2000","2119"
"billings, montana","Population2000","89847"
"monterey, california","Population2000","29674"
"poospatuck reservation, new york","Population2000","271"
"davenport, iowa","Population2000","98359"
"urbana, illinois","Population2000","36395"
"forest acres, south carolina","Population2000","10558"
"ankeny, iowa","Population2000","27117"
"southaven, mississippi","Population2000","28977"
"ontario, california","Population2000","158007"
"dedham, massachusetts","Population2000","23464"
"austintown, ohio","Population2000","38001"
