"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"oklahomacityfrijan2908","Humidity","86","washingtonpost","fri jan 29 08:41:07 2010"
"oklahomacityfrijan2908","Pressure","30.15","washingtonpost","fri jan 29 08:41:07 2010"
"nashvillefrijan2908","Temperature","28","washingtonpost","fri jan 29 08:41:08 2010"
"nashvillefrijan2908","RealFeel","20","washingtonpost","fri jan 29 08:41:08 2010"
"nashvillefrijan2908","Humidity","58","washingtonpost","fri jan 29 08:41:08 2010"
"nashvillefrijan2908","Pressure","30.38","washingtonpost","fri jan 29 08:41:08 2010"
"fortworthfrijan2908","Temperature","46","washingtonpost","fri jan 29 08:41:09 2010"
"fortworthfrijan2908","RealFeel","37","washingtonpost","fri jan 29 08:41:09 2010"
"fortworthfrijan2908","Humidity","88","washingtonpost","fri jan 29 08:41:09 2010"
"fortworthfrijan2908","Pressure","30.00","washingtonpost","fri jan 29 08:41:09 2010"
"phoenixfrijan2908","Temperature","55","washingtonpost","fri jan 29 08:41:10 2010"
"phoenixfrijan2908","RealFeel","52","washingtonpost","fri jan 29 08:41:10 2010"
"phoenixfrijan2908","Humidity","79","washingtonpost","fri jan 29 08:41:10 2010"
"phoenixfrijan2908","Pressure","30.01","washingtonpost","fri jan 29 08:41:10 2010"
"portlandfrijan2908","Temperature","48","washingtonpost","fri jan 29 08:41:11 2010"
"portlandfrijan2908","RealFeel","40","washingtonpost","fri jan 29 08:41:11 2010"
"portlandfrijan2908","Humidity","60","washingtonpost","fri jan 29 08:41:11 2010"
"portlandfrijan2908","Pressure","30.00","washingtonpost","fri jan 29 08:41:11 2010"
"chicagofrijan2908","Temperature","14-Jun","washingtonpost","fri jan 29 08:41:12 2010"
"chicagofrijan2908","RealFeel","0","washingtonpost","fri jan 29 08:41:12 2010"
"chicagofrijan2908","Humidity","57","washingtonpost","fri jan 29 08:41:12 2010"
"chicagofrijan2908","Pressure","30.56","washingtonpost","fri jan 29 08:41:12 2010"
"sanantoniofrijan2908","Temperature","57","washingtonpost","fri jan 29 08:41:13 2010"
"sanantoniofrijan2908","RealFeel","45","washingtonpost","fri jan 29 08:41:13 2010"
"sanantoniofrijan2908","Humidity","87","washingtonpost","fri jan 29 08:41:13 2010"
"sanantoniofrijan2908","Pressure","29.89","washingtonpost","fri jan 29 08:41:13 2010"
"indianapolisfrijan2908","Temperature","12-Oct","washingtonpost","fri jan 29 08:41:14 2010"
"indianapolisfrijan2908","RealFeel","12-Oct","washingtonpost","fri jan 29 08:41:14 2010"
"indianapolisfrijan2908","Humidity","66","washingtonpost","fri jan 29 08:41:14 2010"
"indianapolisfrijan2908","Pressure","30.50","washingtonpost","fri jan 29 08:41:14 2010"
"bostonfrijan2908","Temperature","18","washingtonpost","fri jan 29 08:41:15 2010"
"bostonfrijan2908","RealFeel","-11","washingtonpost","fri jan 29 08:41:15 2010"
"bostonfrijan2908","Humidity","35","washingtonpost","fri jan 29 08:41:15 2010"
"bostonfrijan2908","Pressure","29.94","washingtonpost","fri jan 29 08:41:15 2010"
"jacksonvillefrijan2908","Temperature","36","washingtonpost","fri jan 29 08:41:16 2010"
"jacksonvillefrijan2908","RealFeel","41","washingtonpost","fri jan 29 08:41:16 2010"
"jacksonvillefrijan2908","Humidity","100","washingtonpost","fri jan 29 08:41:16 2010"
"jacksonvillefrijan2908","Pressure","30.17","washingtonpost","fri jan 29 08:41:16 2010"
"columbusfrijan2908","Temperature","12-Nov","washingtonpost","fri jan 29 08:41:17 2010"
"columbusfrijan2908","RealFeel","17-Jan","washingtonpost","fri jan 29 08:41:17 2010"
"columbusfrijan2908","Humidity","70","washingtonpost","fri jan 29 08:41:17 2010"
"columbusfrijan2908","Pressure","30.48","washingtonpost","fri jan 29 08:41:17 2010"
"dallasfrijan2908","Temperature","45","washingtonpost","fri jan 29 08:41:19 2010"
"dallasfrijan2908","RealFeel","38","washingtonpost","fri jan 29 08:41:19 2010"
"dallasfrijan2908","Humidity","87","washingtonpost","fri jan 29 08:41:19 2010"
"dallasfrijan2908","Pressure","30.02","washingtonpost","fri jan 29 08:41:19 2010"
"houstonfrijan2908","Temperature","63","washingtonpost","fri jan 29 08:41:20 2010"
"houstonfrijan2908","RealFeel","53","washingtonpost","fri jan 29 08:41:20 2010"
"houstonfrijan2908","Humidity","93","washingtonpost","fri jan 29 08:41:20 2010"
"houstonfrijan2908","Pressure","29.86","washingtonpost","fri jan 29 08:41:20 2010"
"seattlefrijan2908","Temperature","49","washingtonpost","fri jan 29 08:41:21 2010"
"seattlefrijan2908","RealFeel","42","washingtonpost","fri jan 29 08:41:21 2010"
"seattlefrijan2908","Humidity","49","washingtonpost","fri jan 29 08:41:21 2010"
"seattlefrijan2908","Pressure","30.02","washingtonpost","fri jan 29 08:41:21 2010"
"milwaukeefrijan2908","Temperature","15-May","washingtonpost","fri jan 29 08:41:22 2010"
"milwaukeefrijan2908","RealFeel","-1","washingtonpost","fri jan 29 08:41:22 2010"
"milwaukeefrijan2908","Humidity","47","washingtonpost","fri jan 29 08:41:22 2010"
"milwaukeefrijan2908","Pressure","30.57","washingtonpost","fri jan 29 08:41:22 2010"
"detroitfrijan2908","Temperature","13-Aug","washingtonpost","fri jan 29 08:41:23 2010"
"detroitfrijan2908","RealFeel","0","washingtonpost","fri jan 29 08:41:23 2010"
"detroitfrijan2908","Humidity","63","washingtonpost","fri jan 29 08:41:23 2010"
"detroitfrijan2908","Pressure","30.50","washingtonpost","fri jan 29 08:41:23 2010"
"philadelphiafrijan2908","Temperature","20","washingtonpost","fri jan 29 08:41:24 2010"
"philadelphiafrijan2908","RealFeel","13-Sep","washingtonpost","fri jan 29 08:41:24 2010"
"philadelphiafrijan2908","Humidity","36","washingtonpost","fri jan 29 08:41:24 2010"
"philadelphiafrijan2908","Pressure","30.30","washingtonpost","fri jan 29 08:41:24 2010"
"sanjosefrijan2909","Temperature","47","washingtonpost","fri jan 29 09:24:47 2010"
"sanjosefrijan2909","RealFeel","46","washingtonpost","fri jan 29 09:24:47 2010"
"sanjosefrijan2909","Humidity","89","washingtonpost","fri jan 29 09:24:47 2010"
"sanjosefrijan2909","Pressure","30.03","washingtonpost","fri jan 29 09:24:47 2010"
"charlottefrijan2909","Temperature","41","washingtonpost","fri jan 29 09:24:48 2010"
"charlottefrijan2909","RealFeel","39","washingtonpost","fri jan 29 09:24:48 2010"
"charlottefrijan2909","Humidity","52","washingtonpost","fri jan 29 09:24:48 2010"
"charlottefrijan2909","Pressure","30.19","washingtonpost","fri jan 29 09:24:48 2010"
"sandiegofrijan2909","Temperature","53","washingtonpost","fri jan 29 09:24:50 2010"
"sandiegofrijan2909","RealFeel","52","washingtonpost","fri jan 29 09:24:50 2010"
"sandiegofrijan2909","Humidity","85","washingtonpost","fri jan 29 09:24:50 2010"
"sandiegofrijan2909","Pressure","30.08","washingtonpost","fri jan 29 09:24:50 2010"
"denverfrijan2909","Temperature","26","washingtonpost","fri jan 29 09:24:51 2010"
"denverfrijan2909","RealFeel","30","washingtonpost","fri jan 29 09:24:51 2010"
"denverfrijan2909","Humidity","84","washingtonpost","fri jan 29 09:24:51 2010"
"denverfrijan2909","Pressure","30.17","washingtonpost","fri jan 29 09:24:51 2010"
"memphisfrijan2909","Temperature","32","washingtonpost","fri jan 29 09:24:52 2010"
"memphisfrijan2909","RealFeel","19","washingtonpost","fri jan 29 09:24:52 2010"
"memphisfrijan2909","Humidity","66","washingtonpost","fri jan 29 09:24:52 2010"
"memphisfrijan2909","Pressure","30.30","washingtonpost","fri jan 29 09:24:52 2010"
"losangelesfrijan2909","Temperature","57","washingtonpost","fri jan 29 09:24:53 2010"
"losangelesfrijan2909","RealFeel","59","washingtonpost","fri jan 29 09:24:53 2010"
"losangelesfrijan2909","Humidity","71","washingtonpost","fri jan 29 09:24:53 2010"
"losangelesfrijan2909","Pressure","30.05","washingtonpost","fri jan 29 09:24:53 2010"
"elpasofrijan2909","Temperature","30","washingtonpost","fri jan 29 09:24:54 2010"
"elpasofrijan2909","RealFeel","18","washingtonpost","fri jan 29 09:24:54 2010"
"elpasofrijan2909","Humidity","92","washingtonpost","fri jan 29 09:24:54 2010"
"elpasofrijan2909","Pressure","30.10","washingtonpost","fri jan 29 09:24:54 2010"
"newyorkfrijan2909","Temperature","18","washingtonpost","fri jan 29 09:24:55 2010"
"newyorkfrijan2909","RealFeel","17-Jan","washingtonpost","fri jan 29 09:24:55 2010"
"newyorkfrijan2909","Humidity","43","washingtonpost","fri jan 29 09:24:55 2010"
"newyorkfrijan2909","Pressure","30.19","washingtonpost","fri jan 29 09:24:55 2010"
"baltimorefrijan2909","Temperature","20","washingtonpost","fri jan 29 09:24:56 2010"
"baltimorefrijan2909","RealFeel","13-Aug","washingtonpost","fri jan 29 09:24:56 2010"
"baltimorefrijan2909","Humidity","41","washingtonpost","fri jan 29 09:24:56 2010"
"baltimorefrijan2909","Pressure","30.35","washingtonpost","fri jan 29 09:24:56 2010"
"lasvegasfrijan2909","Temperature","46","washingtonpost","fri jan 29 09:24:57 2010"
"lasvegasfrijan2909","RealFeel","41","washingtonpost","fri jan 29 09:24:57 2010"
"lasvegasfrijan2909","Humidity","62","washingtonpost","fri jan 29 09:24:57 2010"
"lasvegasfrijan2909","Pressure","30.06","washingtonpost","fri jan 29 09:24:57 2010"
"washingtonfrijan2909","Temperature","22","washingtonpost","fri jan 29 09:24:58 2010"
"washingtonfrijan2909","RealFeel","16-Mar","washingtonpost","fri jan 29 09:24:58 2010"
"washingtonfrijan2909","Humidity","45","washingtonpost","fri jan 29 09:24:58 2010"
"washingtonfrijan2909","Pressure","30.36","washingtonpost","fri jan 29 09:24:58 2010"
"austinfrijan2909","Temperature","56","washingtonpost","fri jan 29 09:24:59 2010"
"austinfrijan2909","RealFeel","47","washingtonpost","fri jan 29 09:24:59 2010"
"austinfrijan2909","Humidity","93","washingtonpost","fri jan 29 09:24:59 2010"
"austinfrijan2909","Pressure","29.88","washingtonpost","fri jan 29 09:24:59 2010"
"sanfranciscofrijan2909","Temperature","49","washingtonpost","fri jan 29 09:25:00 2010"
"sanfranciscofrijan2909","RealFeel","52","washingtonpost","fri jan 29 09:25:00 2010"
"sanfranciscofrijan2909","Humidity","92","washingtonpost","fri jan 29 09:25:00 2010"
"sanfranciscofrijan2909","Pressure","30.04","washingtonpost","fri jan 29 09:25:00 2010"
"oklahomacityfrijan2909","Temperature","28","washingtonpost","fri jan 29 09:25:01 2010"
"oklahomacityfrijan2909","RealFeel","12-Nov","washingtonpost","fri jan 29 09:25:01 2010"
"oklahomacityfrijan2909","Humidity","84","washingtonpost","fri jan 29 09:25:01 2010"
"oklahomacityfrijan2909","Pressure","30.17","washingtonpost","fri jan 29 09:25:01 2010"
"nashvillefrijan2909","Temperature","29","washingtonpost","fri jan 29 09:25:02 2010"
"nashvillefrijan2909","RealFeel","18","washingtonpost","fri jan 29 09:25:02 2010"
"nashvillefrijan2909","Humidity","56","washingtonpost","fri jan 29 09:25:02 2010"
"nashvillefrijan2909","Pressure","30.38","washingtonpost","fri jan 29 09:25:02 2010"
"fortworthfrijan2909","Temperature","42","washingtonpost","fri jan 29 09:25:03 2010"
"fortworthfrijan2909","RealFeel","30","washingtonpost","fri jan 29 09:25:03 2010"
"fortworthfrijan2909","Humidity","91","washingtonpost","fri jan 29 09:25:03 2010"
"fortworthfrijan2909","Pressure","30.01","washingtonpost","fri jan 29 09:25:03 2010"
"phoenixfrijan2909","Temperature","53","washingtonpost","fri jan 29 09:25:04 2010"
"phoenixfrijan2909","RealFeel","49","washingtonpost","fri jan 29 09:25:04 2010"
"phoenixfrijan2909","Humidity","82","washingtonpost","fri jan 29 09:25:04 2010"
"phoenixfrijan2909","Pressure","30.01","washingtonpost","fri jan 29 09:25:04 2010"
"portlandfrijan2909","Temperature","47","washingtonpost","fri jan 29 09:25:06 2010"
"portlandfrijan2909","RealFeel","41","washingtonpost","fri jan 29 09:25:06 2010"
"portlandfrijan2909","Humidity","65","washingtonpost","fri jan 29 09:25:06 2010"
"portlandfrijan2909","Pressure","29.99","washingtonpost","fri jan 29 09:25:06 2010"
"chicagofrijan2909","Temperature","14-Jun","washingtonpost","fri jan 29 09:25:07 2010"
"chicagofrijan2909","RealFeel","0","washingtonpost","fri jan 29 09:25:07 2010"
"chicagofrijan2909","Humidity","54","washingtonpost","fri jan 29 09:25:07 2010"
"chicagofrijan2909","Pressure","30.56","washingtonpost","fri jan 29 09:25:07 2010"
"sanantoniofrijan2909","Temperature","56","washingtonpost","fri jan 29 09:25:08 2010"
"sanantoniofrijan2909","RealFeel","47","washingtonpost","fri jan 29 09:25:08 2010"
"sanantoniofrijan2909","Humidity","89","washingtonpost","fri jan 29 09:25:08 2010"
"sanantoniofrijan2909","Pressure","29.86","washingtonpost","fri jan 29 09:25:08 2010"
"indianapolisfrijan2909","Temperature","12-Oct","washingtonpost","fri jan 29 09:25:09 2010"
"indianapolisfrijan2909","RealFeel","12-Oct","washingtonpost","fri jan 29 09:25:09 2010"
"indianapolisfrijan2909","Humidity","66","washingtonpost","fri jan 29 09:25:09 2010"
"indianapolisfrijan2909","Pressure","30.51","washingtonpost","fri jan 29 09:25:09 2010"
"bostonfrijan2909","Temperature","16","washingtonpost","fri jan 29 09:25:10 2010"
"bostonfrijan2909","RealFeel","-11","washingtonpost","fri jan 29 09:25:10 2010"
"bostonfrijan2909","Humidity","37","washingtonpost","fri jan 29 09:25:10 2010"
"bostonfrijan2909","Pressure","29.96","washingtonpost","fri jan 29 09:25:10 2010"
"jacksonvillefrijan2909","Temperature","37","washingtonpost","fri jan 29 09:25:11 2010"
"jacksonvillefrijan2909","RealFeel","41","washingtonpost","fri jan 29 09:25:11 2010"
"jacksonvillefrijan2909","Humidity","100","washingtonpost","fri jan 29 09:25:11 2010"
"jacksonvillefrijan2909","Pressure","30.18","washingtonpost","fri jan 29 09:25:11 2010"
"columbusfrijan2909","Temperature","12-Nov","washingtonpost","fri jan 29 09:25:12 2010"
"columbusfrijan2909","RealFeel","16-Mar","washingtonpost","fri jan 29 09:25:12 2010"
"columbusfrijan2909","Humidity","64","washingtonpost","fri jan 29 09:25:12 2010"
"columbusfrijan2909","Pressure","30.48","washingtonpost","fri jan 29 09:25:12 2010"
"dallasfrijan2909","Temperature","43","washingtonpost","fri jan 29 09:25:13 2010"
"dallasfrijan2909","RealFeel","34","washingtonpost","fri jan 29 09:25:13 2010"
"dallasfrijan2909","Humidity","93","washingtonpost","fri jan 29 09:25:13 2010"
"dallasfrijan2909","Pressure","30.00","washingtonpost","fri jan 29 09:25:13 2010"
"houstonfrijan2909","Temperature","62","washingtonpost","fri jan 29 09:25:14 2010"
"houstonfrijan2909","RealFeel","53","washingtonpost","fri jan 29 09:25:14 2010"
"houstonfrijan2909","Humidity","96","washingtonpost","fri jan 29 09:25:14 2010"
"houstonfrijan2909","Pressure","29.84","washingtonpost","fri jan 29 09:25:14 2010"
"seattlefrijan2909","Temperature","48","washingtonpost","fri jan 29 09:25:15 2010"
"seattlefrijan2909","RealFeel","42","washingtonpost","fri jan 29 09:25:15 2010"
"seattlefrijan2909","Humidity","51","washingtonpost","fri jan 29 09:25:15 2010"
"seattlefrijan2909","Pressure","30.02","washingtonpost","fri jan 29 09:25:15 2010"
"milwaukeefrijan2909","Temperature","16-Apr","washingtonpost","fri jan 29 09:25:16 2010"
"milwaukeefrijan2909","RealFeel","-5","washingtonpost","fri jan 29 09:25:16 2010"
"milwaukeefrijan2909","Humidity","52","washingtonpost","fri jan 29 09:25:16 2010"
"milwaukeefrijan2909","Pressure","30.57","washingtonpost","fri jan 29 09:25:16 2010"
"detroitfrijan2909","Temperature","14-Jul","washingtonpost","fri jan 29 09:25:17 2010"
"detroitfrijan2909","RealFeel","-4","washingtonpost","fri jan 29 09:25:17 2010"
"detroitfrijan2909","Humidity","69","washingtonpost","fri jan 29 09:25:17 2010"
"detroitfrijan2909","Pressure","30.50","washingtonpost","fri jan 29 09:25:17 2010"
"philadelphiafrijan2909","Temperature","19","washingtonpost","fri jan 29 09:25:18 2010"
"philadelphiafrijan2909","RealFeel","-2","washingtonpost","fri jan 29 09:25:18 2010"
"philadelphiafrijan2909","Humidity","34","washingtonpost","fri jan 29 09:25:18 2010"
"philadelphiafrijan2909","Pressure","30.31","washingtonpost","fri jan 29 09:25:18 2010"
"sanjosefrijan2911","Temperature","46","washingtonpost","fri jan 29 11:56:48 2010"
"sanjosefrijan2911","RealFeel","49","washingtonpost","fri jan 29 11:56:48 2010"
"sanjosefrijan2911","Humidity","92","washingtonpost","fri jan 29 11:56:48 2010"
"sanjosefrijan2911","Pressure","30.03","washingtonpost","fri jan 29 11:56:48 2010"
"charlottefrijan2911","Temperature","41","washingtonpost","fri jan 29 11:56:49 2010"
"charlottefrijan2911","RealFeel","35","washingtonpost","fri jan 29 11:56:49 2010"
"charlottefrijan2911","Humidity","42","washingtonpost","fri jan 29 11:56:49 2010"
"charlottefrijan2911","Pressure","30.20","washingtonpost","fri jan 29 11:56:49 2010"
"sandiegofrijan2911","Temperature","54","washingtonpost","fri jan 29 11:56:50 2010"
"sandiegofrijan2911","RealFeel","56","washingtonpost","fri jan 29 11:56:50 2010"
"sandiegofrijan2911","Humidity","82","washingtonpost","fri jan 29 11:56:50 2010"
"sandiegofrijan2911","Pressure","30.06","washingtonpost","fri jan 29 11:56:50 2010"
"denverfrijan2911","Temperature","27","washingtonpost","fri jan 29 11:56:51 2010"
"denverfrijan2911","RealFeel","29","washingtonpost","fri jan 29 11:56:51 2010"
"denverfrijan2911","Humidity","86","washingtonpost","fri jan 29 11:56:51 2010"
"denverfrijan2911","Pressure","30.15","washingtonpost","fri jan 29 11:56:51 2010"
"memphisfrijan2911","Temperature","32","washingtonpost","fri jan 29 11:56:52 2010"
"memphisfrijan2911","RealFeel","16","washingtonpost","fri jan 29 11:56:52 2010"
"memphisfrijan2911","Humidity","63","washingtonpost","fri jan 29 11:56:52 2010"
"memphisfrijan2911","Pressure","30.24","washingtonpost","fri jan 29 11:56:52 2010"
"losangelesfrijan2911","Temperature","54","washingtonpost","fri jan 29 11:56:53 2010"
"losangelesfrijan2911","RealFeel","56","washingtonpost","fri jan 29 11:56:53 2010"
"losangelesfrijan2911","Humidity","71","washingtonpost","fri jan 29 11:56:53 2010"
"losangelesfrijan2911","Pressure","30.04","washingtonpost","fri jan 29 11:56:53 2010"
"elpasofrijan2911","Temperature","30","washingtonpost","fri jan 29 11:56:54 2010"
"elpasofrijan2911","RealFeel","15","washingtonpost","fri jan 29 11:56:54 2010"
"elpasofrijan2911","Humidity","80","washingtonpost","fri jan 29 11:56:54 2010"
"elpasofrijan2911","Pressure","30.11","washingtonpost","fri jan 29 11:56:54 2010"
"newyorkfrijan2911","Temperature","17","washingtonpost","fri jan 29 11:56:55 2010"
"newyorkfrijan2911","RealFeel","13-Aug","washingtonpost","fri jan 29 11:56:55 2010"
"newyorkfrijan2911","Humidity","42","washingtonpost","fri jan 29 11:56:55 2010"
"newyorkfrijan2911","Pressure","30.25","washingtonpost","fri jan 29 11:56:55 2010"
"baltimorefrijan2911","Temperature","19","washingtonpost","fri jan 29 11:56:56 2010"
"baltimorefrijan2911","RealFeel","14","washingtonpost","fri jan 29 11:56:56 2010"
"baltimorefrijan2911","Humidity","43","washingtonpost","fri jan 29 11:56:56 2010"
"baltimorefrijan2911","Pressure","30.37","washingtonpost","fri jan 29 11:56:56 2010"
"lasvegasfrijan2911","Temperature","45","washingtonpost","fri jan 29 11:56:57 2010"
"lasvegasfrijan2911","RealFeel","45","washingtonpost","fri jan 29 11:56:57 2010"
"lasvegasfrijan2911","Humidity","62","washingtonpost","fri jan 29 11:56:57 2010"
"lasvegasfrijan2911","Pressure","30.06","washingtonpost","fri jan 29 11:56:57 2010"
"washingtonfrijan2911","Temperature","21","washingtonpost","fri jan 29 11:56:58 2010"
"washingtonfrijan2911","RealFeel","15-May","washingtonpost","fri jan 29 11:56:58 2010"
"washingtonfrijan2911","Humidity","41","washingtonpost","fri jan 29 11:56:58 2010"
"washingtonfrijan2911","Pressure","30.39","washingtonpost","fri jan 29 11:56:58 2010"
"austinfrijan2911","Temperature","49","washingtonpost","fri jan 29 11:57:00 2010"
"austinfrijan2911","RealFeel","40","washingtonpost","fri jan 29 11:57:00 2010"
"austinfrijan2911","Humidity","89","washingtonpost","fri jan 29 11:57:00 2010"
"austinfrijan2911","Pressure","29.94","washingtonpost","fri jan 29 11:57:00 2010"
"sanfranciscofrijan2911","Temperature","46","washingtonpost","fri jan 29 11:57:01 2010"
"sanfranciscofrijan2911","RealFeel","46","washingtonpost","fri jan 29 11:57:01 2010"
"sanfranciscofrijan2911","Humidity","95","washingtonpost","fri jan 29 11:57:01 2010"
"sanfranciscofrijan2911","Pressure","30.04","washingtonpost","fri jan 29 11:57:01 2010"
"oklahomacityfrijan2911","Temperature","26","washingtonpost","fri jan 29 11:57:02 2010"
"oklahomacityfrijan2911","RealFeel","14","washingtonpost","fri jan 29 11:57:02 2010"
"oklahomacityfrijan2911","Humidity","84","washingtonpost","fri jan 29 11:57:02 2010"
"oklahomacityfrijan2911","Pressure","30.15","washingtonpost","fri jan 29 11:57:02 2010"
"nashvillefrijan2911","Temperature","28","washingtonpost","fri jan 29 11:57:03 2010"
"nashvillefrijan2911","RealFeel","20","washingtonpost","fri jan 29 11:57:03 2010"
"nashvillefrijan2911","Humidity","58","washingtonpost","fri jan 29 11:57:03 2010"
"nashvillefrijan2911","Pressure","30.35","washingtonpost","fri jan 29 11:57:03 2010"
"fortworthfrijan2911","Temperature","39","washingtonpost","fri jan 29 11:57:04 2010"
"fortworthfrijan2911","RealFeel","24","washingtonpost","fri jan 29 11:57:04 2010"
"fortworthfrijan2911","Humidity","92","washingtonpost","fri jan 29 11:57:04 2010"
"fortworthfrijan2911","Pressure","29.99","washingtonpost","fri jan 29 11:57:04 2010"
"phoenixfrijan2911","Temperature","53","washingtonpost","fri jan 29 11:57:05 2010"
"phoenixfrijan2911","RealFeel","50","washingtonpost","fri jan 29 11:57:05 2010"
"phoenixfrijan2911","Humidity","82","washingtonpost","fri jan 29 11:57:05 2010"
"phoenixfrijan2911","Pressure","30.02","washingtonpost","fri jan 29 11:57:05 2010"
"portlandfrijan2911","Temperature","47","washingtonpost","fri jan 29 11:57:06 2010"
"portlandfrijan2911","RealFeel","44","washingtonpost","fri jan 29 11:57:06 2010"
"portlandfrijan2911","Humidity","65","washingtonpost","fri jan 29 11:57:06 2010"
"portlandfrijan2911","Pressure","29.95","washingtonpost","fri jan 29 11:57:06 2010"
"chicagofrijan2911","Temperature","15-May","washingtonpost","fri jan 29 11:57:08 2010"
"chicagofrijan2911","RealFeel","-4","washingtonpost","fri jan 29 11:57:08 2010"
"chicagofrijan2911","Humidity","57","washingtonpost","fri jan 29 11:57:08 2010"
"chicagofrijan2911","Pressure","30.54","washingtonpost","fri jan 29 11:57:08 2010"
"sanantoniofrijan2911","Temperature","49","washingtonpost","fri jan 29 11:57:09 2010"
